340.	0.046962544060227034
340.25	0.051072522749548606
340.5	0.05566411130847377
340.75	0.06082010694467824
341.	0.06664191521182271
341.25	0.07325406660603848
341.5	0.0808099532233319
341.75	0.08949835213544709
342.	0.09955003838041689
342.25	0.11124302130798251
342.5	0.12490139128624746
342.75	0.1408811855703562
343.	0.15952732070975545
343.25	0.18108686476994967
343.5	0.20556952718350635
343.75	0.2325880552403609
344.	0.26128066090718055
344.25	0.290428938940623
344.5	0.3187727306163713
344.75	0.34533773547559976
345.	0.3695903096951808
345.25	0.3913837674706835
345.5	0.4108294123310096
345.75	0.4281632873097128
346.	0.44365342781428674
346.25	0.457562262892248
346.5	0.47011927660710046
346.75	0.4815230718978672
347.	0.4919506419990936
347.25	0.5015067003933508
347.5	0.5103365832124289
347.75	0.5185236655404283
348.	0.5261450853364011
348.25	0.5332623857202234
348.5	0.5399409929209203
348.75	0.5462205599468279
349.	0.5521521403963062
349.25	0.5577506982001503
349.5	0.5630531841895825
349.75	0.5680920016828157
350.	0.5728851170064628
350.25	0.5774560957443903
350.5	0.5818140701075221
350.75	0.585979950943016
351.	0.5899658100004272
351.25	0.5937821578300152
351.5	0.5974407830714212
351.75	0.6009540257621487
352.	0.6043256910776762
352.25	0.6075698551556125
352.5	0.6106927673453575
352.75	0.6137018626791394
353.	0.6165976932566607
353.25	0.6193814195095406
353.5	0.6220749239627054
353.75	0.6246689987699734
354.	0.6271742262057491
354.25	0.6295914547653134
354.5	0.6319309343659701
354.75	0.634187859837744
355.	0.6363694040168305
355.25	0.6384774695004186
355.5	0.6405169601448193
355.75	0.6424898297688545
356.	0.6443961165458789
356.25	0.6462409862009295
356.5	0.6480254135228628
356.75	0.6497504738815967
357.	0.6514202412154335
357.25	0.6530350338385986
357.5	0.6545963112132277
357.75	0.6561072328652117
358.	0.6575630468739575
358.25	0.6589663925699221
358.5	0.6603193920540141
358.75	0.6616293863404702
359.	0.6628856831661118
359.25	0.6640942376349399
359.5	0.6652610671952239
359.75	0.6663820649284995
360.	0.6674609331303732
